gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2801338197,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS933995288,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Cley,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.956,1.05862,,,,,,,1992-04-25T00:00:00,25,4,1992,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS933995288,,,,CC0_1_0,,obsr423329,,,2021-03-09T12:56:13.053Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801331236,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS937981379,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Isles of Scilly--St. Agnes,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.8927,-6.34253,,,,,,,2019-10-04T00:00:00,4,10,2019,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS937981379,,,,CC0_1_0,,obsr497887,,,2021-03-09T13:05:12.201Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801328250,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS928108146,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Dungeness Bird Observatory Recording Area,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.9167,0.964449,,,,,,,2005-05-22T00:00:00,22,5,2005,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS928108146,,,,CC0_1_0,,obsr1533069,,,2021-03-09T12:55:01.719Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801294760,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS900739871,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Amwell NR,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,51.7949,-0.003519,,,,,,,1998-06-14T00:00:00,14,6,1998,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS900739871,,,,CC0_1_0,,obsr1292811,,,2021-03-09T13:07:05.089Z,,COORDINATE_ROUNDED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801252258,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS886870564,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Frampton Marsh RSPB Reserve,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.9295,0.021372,,,,,,,2019-08-24T00:00:00,24,8,2019,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS886870564,,,,CC0_1_0,,obsr1298354,,,2021-03-09T13:03:53.238Z,,COORDINATE_ROUNDED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801251879,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS885445147,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Castor Hanglands NNR,England,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.6034,-0.351949,,,,,,,2003-05-30T00:00:00,30,5,2003,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS885445147,,,,CC0_1_0,,obsr685602,,,2021-03-09T12:55:52.043Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801251625,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS884305008,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Frampton Marsh RSPB Reserve,England,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.9295,0.021372,,,,,,,2019-07-06T00:00:00,6,7,2019,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS884305008,,,,CC0_1_0,,obsr1298354,,,2021-03-09T12:55:51.878Z,,COORDINATE_ROUNDED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801187670,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS897195250,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Melford Country Park--Rodbridge Picnic Site,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.06,0.708029,,,,,,,1998-05-17T00:00:00,17,5,1998,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS897195250,,,,CC0_1_0,,obsr450760,,,2021-03-09T13:05:00.984Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801171654,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS858297167,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Lizard Point,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.9598,-5.20767,,,,,,,2001-09-27T00:00:00,27,9,2001,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS858297167,,,,CC0_1_0,,obsr1323780,,,2021-03-09T12:56:21.222Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801161690,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS900693270,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Liurbost,Scotland,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,58.1433,-6.46685,,,,,,,2002-06-05T00:00:00,5,6,2002,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS900693270,,,,CC0_1_0,,obsr358384,,,2021-03-09T12:55:41.236Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801151248,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS918903050,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Rutland Water--South Arm 2,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.6417,-0.68965,,,,,,,1995-08-13T00:00:00,13,8,1995,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS918903050,,,,CC0_1_0,,obsr1636031,,,2021-03-09T12:55:28.448Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
